count_objects,PP1-MATH-X.127_Skip_Counting_by_2s_Champion_127,Count 20 trophy badges in pairs of 2!,sc127_count3.webp,audio_sc9.mp3,1,20,18,19,,🏆,20,,,,,,,
speak_repeat,PP1-MATH-X.127_Skip_Counting_by_2s_Champion_127,Say out loud clearly: TWO FOUR SIX EIGHT TEN TWELVE FOURTEEN SIXTEEN EIGHTEEN TWENTY!,speak_sc1.webp,audio_sc10.mp3,1,Two Four Six Eight Ten Twelve Fourteen Sixteen Eighteen Twenty,,,,,,Two Four Six Eight Ten Twelve Fourteen Sixteen Eighteen Twenty,,,,,,,
speak_repeat,PP1-MATH-X.127_Skip_Counting_by_2s_Champion_127,Say out loud clearly: I AM A SKIP COUNTING BY TWOS CHAMPION!,speak_sc2.webp,audio_sc11.mp3,1,I Am A Skip Counting By Twos Champion,,,,,,I Am A Skip Counting By Twos Champion,,,,,,,
matching,PP1-MATH-X.127_Skip_Counting_by_2s_Champion_127,Match 2s skip count steps!,,,1,,,,,,,,2 4,6,8 10,12,14 16,18
matching,PP1-MATH-X.127_Skip_Counting_by_2s_Champion_127,Match 2s sequence targets!,,,1,,,,,,,,18,20,6,8,10,12
multiple_choice,PP1-MATH-X.128_Money_Kenyan_Shilling_Market_128,An apple costs 5 KES. Which coin pays for it?,mk128_q1.webp,audio_mk1.mp3,1,5 KES,1 KES,20 KES,,,1,,,,,,,
multiple_choice,PP1-MATH-X.128_Money_Kenyan_Shilling_Market_128,A juicy mango costs 10 KES. Which coin pays for it?,mk128_q2.webp,audio_mk2.mp3,1,10 KES,1 KES,5 KES,,,1,,,,,,,
multiple_choice,PP1-MATH-X.128_Money_Kenyan_Shilling_Market_128,What is the highest coin value in Kenya up to 20?,mk128_q3.webp,audio_mk3.mp3,1,20 KES,10 KES,5 KES,,,1,,,,,,,
multiple_choice,PP1-MATH-X.128_Money_Kenyan_Shilling_Market_128,If you buy 1 apple for 5 KES and 1 banana for 5 KES, what is the total cost?,mk128_q4.webp,audio_mk4.mp3,1,10 KES,5 KES,20 KES,,,1,,,,,,,
multiple_choice,PP1-MATH-X.128_Money_Kenyan_Shilling_Market_128,Where do smart shoppers buy fresh fruit with coins?,mk128_q5.webp,audio_mk5.mp3,1,MARKET,PARK,BED,,,1,,,,,,,
multiple_choice,PP1-MATH-X.128_Money_Kenyan_Shilling_Market_128,What currency symbol is used for Kenyan Shillings?,mk128_q6.webp,audio_mk6.mp3,1,KES,USD,EUR,,,1,,,,,,,
count_objects,PP1-MATH-X.128_Money_Kenyan_Shilling_Market_128,Count 5 red shopper apples!,mk128_count1.webp,audio_mk7.mp3,1,5,3,4,,🍎,5,,,,,,,
count_objects,PP1-MATH-X.128_Money_Kenyan_Shilling_Market_128,Count 4 shiny shilling coins in the purse!,mk128_count2.webp,audio_mk8.mp3,1,4,2,5,,🪙,4,,,,,,,
count_objects,PP1-MATH-X.128_Money_Kenyan_Shilling_Market_128,Count 3 yellow shopper bananas!,mk128_count3.webp,audio_mk9.mp3,1,3,1,4,,🍌,3,,,,,,,
speak_repeat,PP1-MATH-X.128_Money_Kenyan_Shilling_Market_128,Say out loud clearly: KENYAN SHILLING SHOPPER AT THE MARKET!,speak_mk1.webp,audio_mk10.mp3,1,Kenyan Shilling Shopper At The Market,,,,,,Kenyan Shilling Shopper At The Market,,,,,,,
speak_repeat,PP1-MATH-X.128_Money_Kenyan_Shilling_Market_128,Say out loud clearly: FIVE KES PLUS FIVE KES EQUALS TEN KES!,speak_mk2.webp,audio_mk11.mp3,1,Five KES Plus Five KES Equals Ten KES,,,,,,Five KES Plus Five KES Equals Ten KES,,,,,,,
matching,PP1-MATH-X.128_Money_Kenyan_Shilling_Market_128,Match shopper fruits to coin prices!,,,1,,,,,,,,Apple 🍎,5 KES,Mango 🥭,10 KES,Watermelon 🍉,20 KES
matching,PP1-MATH-X.128_Money_Kenyan_Shilling_Market_128,Match shilling coin values!,,,1,,,,,,,,1,1 KES,5,5 KES,10,10 KES
multiple_choice,PP1-MATH-X.129_Word_Story_Addition_Showdown_129,Sam has 3 apples. Pam gives him 2 more. Total?,ws129_q1.webp,audio_st1.mp3,1,5,3,2,,,1,,,,,,,
multiple_choice,PP1-MATH-X.129_Word_Story_Addition_Showdown_129,4 birds on a tree. 4 more fly in. How many now?,ws129_q2.webp,audio_st2.mp3,1,8,4,6,,,1,,,,,,,
multiple_choice,PP1-MATH-X.129_Word_Story_Addition_Showdown_129,Leo has 6 toy cars. He gets 1 more. How many total?,ws129_q3.webp,audio_st3.mp3,1,7,6,8,,,1,,,,,,,
multiple_choice,PP1-MATH-X.129_Word_Story_Addition_Showdown_129,5 fish in a pond. 3 more swim over. Total?,ws129_q4.webp,audio_st4.mp3,1,8,5,7,,,1,,,,,,,
multiple_choice,PP1-MATH-X.129_Word_Story_Addition_Showdown_129,2 cats on a wall. 3 more join. How many now?,ws129_q5.webp,audio_st5.mp3,1,5,2,4,,,1,,,,,,,
multiple_choice,PP1-MATH-X.129_Word_Story_Addition_Showdown_129,7 stars shine. 3 more appear. How many total?,ws129_q6.webp,audio_st6.mp3,1,10,7,9,,,1,,,,,,,
count_objects,PP1-MATH-X.129_Word_Story_Addition_Showdown_129,Count 5 story apples in Sam's basket!,ws129_count1.webp,audio_st7.mp3,1,5,3,4,,🍎,5,,,,,,,
count_objects,PP1-MATH-X.129_Word_Story_Addition_Showdown_129,Count 8 total story birds on the branch!,ws129_count2.webp,audio_st8.mp3,1,8,6,10,,🐦,8,,,,,,,
count_objects,PP1-MATH-X.129_Word_Story_Addition_Showdown_129,Count 10 total shiny story stars!,ws129_count3.webp,audio_st9.mp3,1,10,7,9,,⭐,10,,,,,,,
speak_repeat,PP1-MATH-X.129_Word_Story_Addition_Showdown_129,Say out loud clearly: THREE PLUS TWO IS FIVE APPLES!,speak_st1.webp,audio_st10.mp3,1,Three Plus Two Is Five Apples,,,,,,Three Plus Two Is Five Apples,,,,,,,
speak_repeat,PP1-MATH-X.129_Word_Story_Addition_Showdown_129,Say out loud clearly: ADDING TOGETHER SOLVES THE STORY!,speak_st2.webp,audio_st11.mp3,1,Adding Together Solves The Story,,,,,,Adding Together Solves The Story,,,,,,,
matching,PP1-MATH-X.129_Word_Story_Addition_Showdown_129,Match story math problems!,,,1,,,,,,,,3+2,5,4+4,8,6+1,7
matching,PP1-MATH-X.129_Word_Story_Addition_Showdown_129,Match addition story results!,,,1,,,,,,,,5+3,8,2+3,5,7+3,10
multiple_choice,PP1-MATH-X.130_Dinosaur_Island_Math_Master_130,What number comes after 19 dinosaurs on the island?,dm130_q1.webp,audio_ds1.mp3,1,20,18,15,,,1,,,,,,,
multiple_choice,PP1-MATH-X.130_Dinosaur_Island_Math_Master_130,Which number means empty set on Dinosaur Island?,dm130_q2.webp,audio_ds2.mp3,1,0,10,20,,,1,,,,,,,
multiple_choice,PP1-MATH-X.130_Dinosaur_Island_Math_Master_130,What number comes between 14 and 16?,dm130_q3.webp,audio_ds3.mp3,1,15,13,17,,,1,,,,,,,
multiple_choice,PP1-MATH-X.130_Dinosaur_Island_Math_Master_130,Which number is the biggest: 5 12 or 18?,dm130_q4.webp,audio_ds4.mp3,1,18,12,5,,,1,,,,,,,
multiple_choice,PP1-MATH-X.130_Dinosaur_Island_Math_Master_130,Count by 2s: 2 4 6 8... what is next?,dm130_q5.webp,audio_ds5.mp3,1,10,9,12,,,1,,,,,,,
multiple_choice,PP1-MATH-X.130_Dinosaur_Island_Math_Master_130,What number comes right before 1?,dm130_q6.webp,audio_ds6.mp3,1,0,2,3,,,1,,,,,,,
count_objects,PP1-MATH-X.130_Dinosaur_Island_Math_Master_130,Count 15 master dinosaur stars!,dm130_count1.webp,audio_ds7.mp3,1,15,12,18,,⭐,15,,,,,,,
count_objects,PP1-MATH-X.130_Dinosaur_Island_Math_Master_130,Count 20 golden master trophies!,dm130_count2.webp,audio_ds8.mp3,1,20,15,19,,🏆,20,,,,,,,
count_objects,PP1-MATH-X.130_Dinosaur_Island_Math_Master_130,Count 10 winner dinosaur badges!,dm130_count3.webp,audio_ds9.mp3,1,10,8,12,,🥇,10,,,,,,,
speak_repeat,PP1-MATH-X.130_Dinosaur_Island_Math_Master_130,Say out loud clearly: I AM A DINOSAUR MATH MASTER!,speak_ds1.webp,audio_ds10.mp3,1,I Am A Dinosaur Math Master,,,,,,I Am A Dinosaur Math Master,,,,,,,
speak_repeat,PP1-MATH-X.130_Dinosaur_Island_Math_Master_130,Say out loud clearly: I CAN COUNT FROM ZERO TO TWENTY!,speak_ds2.webp,audio_ds11.mp3,1,I Can Count From Zero To Twenty,,,,,,I Can Count From Zero To Twenty,,,,,,,
matching,PP1-MATH-X.130_Dinosaur_Island_Math_Master_130,Match master numbers!,,,1,,,,,,,,5,5,15,15,20,20
matching,PP1-MATH-X.130_Dinosaur_Island_Math_Master_130,Match count symbols!,,,1,,,,,,,,0,0,10,10,20,20
multiple_choice,PP1-MATH-X.131_Pirate_Cove_Addition_Quest_131,4 gold coins plus 3 gold coins equals how many?,pc131_q1.webp,audio_pc1.mp3,1,7,4,6,,,1,,,,,,,
multiple_choice,PP1-MATH-X.131_Pirate_Cove_Addition_Quest_131,5 silver coins plus 5 silver coins equals...?,pc131_q2.webp,audio_pc2.mp3,1,10,8,9,,,1,,,,,,,
multiple_choice,PP1-MATH-X.131_Pirate_Cove_Addition_Quest_131,2 coins in chest plus 6 coins in bag equals...?,pc131_q3.webp,audio_pc3.mp3,1,8,6,7,,,1,,,,,,,
multiple_choice,PP1-MATH-X.131_Pirate_Cove_Addition_Quest_131,1 coin plus 8 coins equals...?,pc131_q4.webp,audio_pc4.mp3,1,9,7,10,,,1,,,,,,,
multiple_choice,PP1-MATH-X.131_Pirate_Cove_Addition_Quest_131,3 coins plus 3 coins equals...?,pc131_q5.webp,audio_pc5.mp3,1,6,3,5,,,1,,,,,,,
multiple_choice,PP1-MATH-X.131_Pirate_Cove_Addition_Quest_131,7 coins plus 2 coins equals...?,pc131_q6.webp,audio_pc6.mp3,1,9,7,8,,,1,,,,,,,
count_objects,PP1-MATH-X.131_Pirate_Cove_Addition_Quest_131,Count 7 total coins collected on quest!,pc131_count1.webp,audio_pc7.mp3,1,7,5,8,,🪙,7,,,,,,,
count_objects,PP1-MATH-X.131_Pirate_Cove_Addition_Quest_131,Count 10 total coins in chest!,pc131_count2.webp,audio_pc8.mp3,1,10,8,9,,🏴‍☠️,10,,,,,,,
count_objects,PP1-MATH-X.131_Pirate_Cove_Addition_Quest_131,Count 8 total ruby gems found!,pc131_count3.webp,audio_pc9.mp3,1,8,6,9,,💎,8,,,,,,,
speak_repeat,PP1-MATH-X.131_Pirate_Cove_Addition_Quest_131,Say out loud clearly: FOUR COINS PLUS THREE COINS EQUALS SEVEN COINS!,speak_pc1.webp,audio_pc10.mp3,1,Four Coins Plus Three Coins Equals Seven Coins,,,,,,Four Coins Plus Three Coins Equals Seven Coins,,,,,,,
speak_repeat,PP1-MATH-X.131_Pirate_Cove_Addition_Quest_131,Say out loud clearly: ADDING PIRATE TREASURE COINS!,speak_pc2.webp,audio_pc11.mp3,1,Adding Pirate Treasure Coins,,,,,,Adding Pirate Treasure Coins,,,,,,,
matching,PP1-MATH-X.131_Pirate_Cove_Addition_Quest_131,Match coin additions!,,,1,,,,,,,,4+3,7,5+5,10,2+6,8
matching,PP1-MATH-X.131_Pirate_Cove_Addition_Quest_131,Match coin sum totals!,,,1,,,,,,,,1+8,9,3+3,6,7+2,9
multiple_choice,PP1-MATH-X.132_Space_Station_Pattern_Galaxy_132,Red Blue Green... Red Blue Green... What color star is next?,sg132_q1.webp,audio_sg1.mp3,1,RED,BLUE,GREEN,,,1,,,,,,,
multiple_choice,PP1-MATH-X.132_Space_Station_Pattern_Galaxy_132,Rocket Rocket Moon Moon... Rocket Rocket... What is next?,sg132_q2.webp,audio_sg2.mp3,1,MOON,ROCKET,STAR,,,1,,,,,,,
multiple_choice,PP1-MATH-X.132_Space_Station_Pattern_Galaxy_132,What pattern rule is Red Blue Green Red Blue Green in space?,sg132_q3.webp,audio_sg3.mp3,1,ABC,AABB,AB,,,1,,,,,,,
multiple_choice,PP1-MATH-X.132_Space_Station_Pattern_Galaxy_132,What pattern rule is Rocket Rocket Moon Moon in galaxy?,sg132_q4.webp,audio_sg4.mp3,1,AABB,ABC,AB,,,1,,,,,,,
multiple_choice,PP1-MATH-X.132_Space_Station_Pattern_Galaxy_132,Red Blue Green Red... What color is next in galaxy ABC pattern?,sg132_q5.webp,audio_sg5.mp3,1,BLUE,GREEN,RED,,,1,,,,,,,
multiple_choice,PP1-MATH-X.132_Space_Station_Pattern_Galaxy_132,Rocket Rocket Moon... What is missing to complete AABB pattern?,sg132_q6.webp,audio_sg6.mp3,1,MOON,ROCKET,SUN,,,1,,,,,,,
count_objects,PP1-MATH-X.132_Space_Station_Pattern_Galaxy_132,Count 6 stars in two space ABC pattern sets!,sg132_count1.webp,audio_sg7.mp3,1,6,3,5,,⭐,6,,,,,,,
count_objects,PP1-MATH-X.132_Space_Station_Pattern_Galaxy_132,Count 4 rockets in the galaxy AABB set!,sg132_count2.webp,audio_sg8.mp3,1,4,2,5,,🚀,4,,,,,,,
count_objects,PP1-MATH-X.132_Space_Station_Pattern_Galaxy_132,Count 3 moons in the repeating pattern!,sg132_count3.webp,audio_sg9.mp3,1,3,1,4,,🌙,3,,,,,,,
speak_repeat,PP1-MATH-X.132_Space_Station_Pattern_Galaxy_132,Say out loud clearly: SPACE PATTERN GALAXY ABC AND AABB!,speak_sg1.webp,audio_sg10.mp3,1,Space Pattern Galaxy ABC And AABB,,,,,,Space Pattern Galaxy ABC And AABB,,,,,,,
speak_repeat,PP1-MATH-X.132_Space_Station_Pattern_Galaxy_132,Say out loud clearly: GALAXY PATTERNS SHINE IN ORDER!,speak_sg2.webp,audio_sg11.mp3,1,Galaxy Patterns Shine In Order,,,,,,Galaxy Patterns Shine In Order,,,,,,,
matching,PP1-MATH-X.132_Space_Station_Pattern_Galaxy_132,Match galaxy patterns!,,,1,,,,,,,,Red Blue Green,ABC,Rocket Rocket Moon Moon,AABB,Star Moon,AB
matching,PP1-MATH-X.132_Space_Station_Pattern_Galaxy_132,Match galaxy symbols!,,,1,,,,,,,,Star ⭐,RED,Rocket 🚀,BLUE,Moon 🌙,GREEN
multiple_choice,PP1-MATH-X.133_Circus_Carnival_3D_Shape_Search_133,Which circus shape looks like a round ball?,cc133_q1.webp,audio_3g1.mp3,1,SPHERE,CUBE,CONE,,,1,,,,,,,
multiple_choice,PP1-MATH-X.133_Circus_Carnival_3D_Shape_Search_133,Which circus shape looks like a square box?,cc133_q2.webp,audio_3g2.mp3,1,CUBE,SPHERE,CYLINDER,,,1,,,,,,,
multiple_choice,PP1-MATH-X.133_Circus_Carnival_3D_Shape_Search_133,Which circus shape looks like a party hat?,cc133_q3.webp,audio_3g3.mp3,1,CONE,CYLINDER,CUBE,,,1,,,,,,,
multiple_choice,PP1-MATH-X.133_Circus_Carnival_3D_Shape_Search_133,Which circus shape looks like a soup can?,cc133_q4.webp,audio_3g4.mp3,1,CYLINDER,SPHERE,CONE,,,1,,,,,,,
multiple_choice,PP1-MATH-X.133_Circus_Carnival_3D_Shape_Search_133,Which two circus shapes can roll?,cc133_q5.webp,audio_3g5.mp3,1,SPHERE,CUBE,BOX,,,1,,,,,,,
multiple_choice,PP1-MATH-X.133_Circus_Carnival_3D_Shape_Search_133,Which circus shape has 6 flat square faces?,cc133_q6.webp,audio_3g6.mp3,1,CUBE,CONE,SPHERE,,,1,,,,,,,
count_objects,PP1-MATH-X.133_Circus_Carnival_3D_Shape_Search_133,Count 4 sphere balls in circus collection!,cc133_count1.webp,audio_3g7.mp3,1,4,2,3,,⚽,4,,,,,,,
count_objects,PP1-MATH-X.133_Circus_Carnival_3D_Shape_Search_133,Count 3 cube boxes in circus collection!,cc133_count2.webp,audio_3g8.mp3,1,3,2,5,,🎁,3,,,,,,,
count_objects,PP1-MATH-X.133_Circus_Carnival_3D_Shape_Search_133,Count 2 party hat cones in circus collection!,cc133_count3.webp,audio_3g9.mp3,1,2,1,4,,🎉,2,,,,,,,
speak_repeat,PP1-MATH-X.133_Circus_Carnival_3D_Shape_Search_133,Say out loud clearly: SPHERE CUBE CONE AND CYLINDER AT THE CIRCUS!,speak_3g1.webp,audio_3g10.mp3,1,Sphere Cube Cone And Cylinder At The Circus,,,,,,Sphere Cube Cone And Cylinder At The Circus,,,,,,,
speak_repeat,PP1-MATH-X.133_Circus_Carnival_3D_Shape_Search_133,Say out loud clearly: I AM A CIRCUS 3D SHAPE EXPERT!,speak_3g2.webp,audio_3g11.mp3,1,I Am A Circus 3D Shape Expert,,,,,,I Am A Circus 3D Shape Expert,,,,,,,
matching,PP1-MATH-X.133_Circus_Carnival_3D_Shape_Search_133,Match circus objects to 3D shapes!,,,1,,,,,,,,Ball ⚽,SPHERE,Box 🎁,CUBE,Hat 🎉,CONE
matching,PP1-MATH-X.133_Circus_Carnival_3D_Shape_Search_133,Match more circus 3D shapes!,,,1,,,,,,,,Can 🥫,CYLINDER,Dice 🎲,CUBE,Globe 🌍,SPHERE
multiple_choice,PP1-MATH-X.134_Superhero_Power_Addition_134,4 superhero power stars plus 4 power stars equals...?,sh134_q1.webp,audio_sp1.mp3,1,8,4,6,,,1,,,,,,,
multiple_choice,PP1-MATH-X.134_Superhero_Power_Addition_134,5 power shields plus 5 power shields equals...?,sh134_q2.webp,audio_sp2.mp3,1,10,8,9,,,1,,,,,,,
multiple_choice,PP1-MATH-X.134_Superhero_Power_Addition_134,6 superhero capes plus 3 capes equals...?,sh134_q3.webp,audio_sp3.mp3,1,9,6,8,,,1,,,,,,,
multiple_choice,PP1-MATH-X.134_Superhero_Power_Addition_134,7 power badges plus 2 badges equals...?,sh134_q4.webp,audio_sp4.mp3,1,9,7,8,,,1,,,,,,,
multiple_choice,PP1-MATH-X.134_Superhero_Power_Addition_134,3 power stars plus 4 power stars equals...?,sh134_q5.webp,audio_sp5.mp3,1,7,3,6,,,1,,,,,,,
multiple_choice,PP1-MATH-X.134_Superhero_Power_Addition_134,8 power shields plus 2 power shields equals...?,sh134_q6.webp,audio_sp6.mp3,1,10,8,6,,,1,,,,,,,
count_objects,PP1-MATH-X.134_Superhero_Power_Addition_134,Count 8 total superhero power stars!,sh134_count1.webp,audio_sp7.mp3,1,8,6,9,,⭐,8,,,,,,,
count_objects,PP1-MATH-X.134_Superhero_Power_Addition_134,Count 10 total superhero power shields!,sh134_count2.webp,audio_sp8.mp3,1,10,8,9,,🛡️,10,,,,,,,
count_objects,PP1-MATH-X.134_Superhero_Power_Addition_134,Count 9 total superhero power capes!,sh134_count3.webp,audio_sp9.mp3,1,9,7,10,,🦸,9,,,,,,,
speak_repeat,PP1-MATH-X.134_Superhero_Power_Addition_134,Say out loud clearly: FOUR PLUS FOUR EQUALS EIGHT SUPERHERO STARS!,speak_sp1.webp,audio_sp10.mp3,1,Four Plus Four Equals Eight Superhero Stars,,,,,,Four Plus Four Equals Eight Superhero Stars,,,,,,,
speak_repeat,PP1-MATH-X.134_Superhero_Power_Addition_134,Say out loud clearly: EIGHT PLUS TWO EQUALS TEN SUPERHERO POWER!,speak_sp2.webp,audio_sp11.mp3,1,Eight Plus Two Equals Ten Superhero Power,,,,,,Eight Plus Two Equals Ten Superhero Power,,,,,,,
matching,PP1-MATH-X.134_Superhero_Power_Addition_134,Match superhero additions!,,,1,,,,,,,,4+4,8,5+5,10,6+3,9
matching,PP1-MATH-X.134_Superhero_Power_Addition_134,Match power sums!,,,1,,,,,,,,7+2,9,3+4,7,8+2,10
multiple_choice,PP1-MATH-X.135_Underwater_Reef_Measurement_135,A giant whale is heavy and a tiny fish is...?,uw135_q1.webp,audio_uw1.mp3,1,LIGHT,HEAVY,TALL,,,1,,,,,,,
multiple_choice,PP1-MATH-X.135_Underwater_Reef_Measurement_135,A clam shell packed with pearls to the top is...?,uw135_q2.webp,audio_uw2.mp3,1,FULL,EMPTY,HALF,,,1,,,,,,,
multiple_choice,PP1-MATH-X.135_Underwater_Reef_Measurement_135,An empty water jar with zero bubbles is...?,uw135_q3.webp,audio_uw3.mp3,1,EMPTY,FULL,HALF,,,1,,,,,,,
multiple_choice,PP1-MATH-X.135_Underwater_Reef_Measurement_135,Which sea animal is HEAVY: a blue whale or a tiny crab?,uw135_q4.webp,audio_uw4.mp3,1,WHALE,CRAB,SAME,,,1,,,,,,,
multiple_choice,PP1-MATH-X.135_Underwater_Reef_Measurement_135,Which container holds the MOST water?,uw135_q5.webp,audio_uw5.mp3,1,FULL,EMPTY,HALF,,,1,,,,,,,
multiple_choice,PP1-MATH-X.135_Underwater_Reef_Measurement_135,Capacity on the reef means how much a shell can...?,uw135_q6.webp,audio_uw6.mp3,1,HOLD,ROLL,FLY,,,1,,,,,,,
count_objects,PP1-MATH-X.135_Underwater_Reef_Measurement_135,Count 3 full water jars underwater!,uw135_count1.webp,audio_uw7.mp3,1,3,1,4,,🫙,3,,,,,,,
count_objects,PP1-MATH-X.135_Underwater_Reef_Measurement_135,Count 2 empty buckets on the sand!,uw135_count2.webp,audio_uw8.mp3,1,2,1,3,,🪣,2,,,,,,,
count_objects,PP1-MATH-X.135_Underwater_Reef_Measurement_135,Count 4 heavy whales on the reef!,uw135_count3.webp,audio_uw9.mp3,1,4,2,5,,🐳,4,,,,,,,
speak_repeat,PP1-MATH-X.135_Underwater_Reef_Measurement_135,Say out loud clearly: UNDERWATER REEF CAPACITY AND MEASUREMENT!,speak_uw1.webp,audio_uw10.mp3,1,Underwater Reef Capacity And Measurement,,,,,,Underwater Reef Capacity And Measurement,,,,,,,
speak_repeat,PP1-MATH-X.135_Underwater_Reef_Measurement_135,Say out loud clearly: FULL JAR AND EMPTY BUCKET ON THE REEF!,speak_uw2.webp,audio_uw11.mp3,1,Full Jar And Empty Bucket On The Reef,,,,,,Full Jar And Empty Bucket On The Reef,,,,,,,
matching,PP1-MATH-X.135_Underwater_Reef_Measurement_135,Match reef measurement items!,,,1,,,,,,,,Whale 🐳,HEAVY,Jar 🫙,FULL,Bucket 🪣,EMPTY
matching,PP1-MATH-X.135_Underwater_Reef_Measurement_135,Match capacity opposites!,,,1,,,,,,,,Full,EMPTY,Empty,FULL,Heavy,LIGHT
multiple_choice,PP1-MATH-X.136_Safari_Animal_Data_Chart_136,Chart shows 5 lions and 2 zebras. How many lions?,sd136_q1.webp,audio_sa1.mp3,1,5,2,7,,,1,,,,,,,
multiple_choice,PP1-MATH-X.136_Safari_Animal_Data_Chart_136,Chart shows 5 lions and 2 zebras. How many zebras?,sd136_q2.webp,audio_sa2.mp3,1,2,5,7,,,1,,,,,,,
multiple_choice,PP1-MATH-X.136_Safari_Animal_Data_Chart_136,Chart shows 5 lions and 2 zebras. Which animal has MORE?,sd136_q3.webp,audio_sa3.mp3,1,LIONS,ZEBRAS,EQUAL,,,1,,,,,,,
multiple_choice,PP1-MATH-X.136_Safari_Animal_Data_Chart_136,Chart shows 5 lions and 2 zebras. Which animal has FEWER?,sd136_q4.webp,audio_sa4.mp3,1,ZEBRAS,LIONS,EQUAL,,,1,,,,,,,
multiple_choice,PP1-MATH-X.136_Safari_Animal_Data_Chart_136,Chart shows 4 giraffes and 4 giraffes. The counts are...?,sd136_q5.webp,audio_sa5.mp3,1,EQUAL,MORE,FEWER,,,1,,,,,,,
multiple_choice,PP1-MATH-X.136_Safari_Animal_Data_Chart_136,In a data chart, animal pictures stand for real...?,sd136_q6.webp,audio_sa6.mp3,1,ANIMALS,TREES,ROADS,,,1,,,,,,,
count_objects,PP1-MATH-X.136_Safari_Animal_Data_Chart_136,Count 5 lion icons on the safari graph!,sd136_count1.webp,audio_sa7.mp3,1,5,3,4,,🦁,5,,,,,,,
count_objects,PP1-MATH-X.136_Safari_Animal_Data_Chart_136,Count 2 zebra icons on the chart!,sd136_count2.webp,audio_sa8.mp3,1,2,1,4,,🦓,2,,,,,,,
count_objects,PP1-MATH-X.136_Safari_Animal_Data_Chart_136,Count 4 giraffe icons on the board!,sd136_count3.webp,audio_sa9.mp3,1,4,2,5,,🦒,4,,,,,,,
speak_repeat,PP1-MATH-X.136_Safari_Animal_Data_Chart_136,Say out loud clearly: SAFARI ANIMAL DATA CHART COUNT AND COMPARE!,speak_sa1.webp,audio_sa10.mp3,1,Safari Animal Data Chart Count And Compare,,,,,,Safari Animal Data Chart Count And Compare,,,,,,,
speak_repeat,PP1-MATH-X.136_Safari_Animal_Data_Chart_136,Say out loud clearly: FIVE LIONS IS MORE THAN TWO ZEBRAS!,speak_sa2.webp,audio_sa11.mp3,1,Five Lions Is More Than Two Zebras,,,,,,Five Lions Is More Than Two Zebras,,,,,,,
matching,PP1-MATH-X.136_Safari_Animal_Data_Chart_136,Match safari chart counts!,,,1,,,,,,,,Lions 🦁,5,Zebras 🦓,2,Giraffes 🦒,4
matching,PP1-MATH-X.136_Safari_Animal_Data_Chart_136,Match chart terms!,,,1,,,,,,,,5 lions,MORE,2 zebras,FEWER,4 vs 4,EQUAL
multiple_choice,PP1-MATH-X.137_Kenyan_Shilling_Shopping_Spree_137,You buy a banana for 10 KES. Which coin pays for it?,ss137_q1.webp,audio_ks1.mp3,1,10 KES,1 KES,5 KES,,,1,,,,,,,
multiple_choice,PP1-MATH-X.137_Kenyan_Shilling_Shopping_Spree_137,You buy an apple for 5 KES. Which coin pays for it?,ss137_q2.webp,audio_ks2.mp3,1,5 KES,1 KES,20 KES,,,1,,,,,,,
multiple_choice,PP1-MATH-X.137_Kenyan_Shilling_Shopping_Spree_137,What is the highest value coin in Kenya up to 20?,ss137_q3.webp,audio_ks3.mp3,1,20 KES,10 KES,5 KES,,,1,,,,,,,
multiple_choice,PP1-MATH-X.137_Kenyan_Shilling_Shopping_Spree_137,You buy 1 orange for 5 KES and 1 snack for 5 KES. Total cost?,ss137_q4.webp,audio_ks4.mp3,1,10 KES,5 KES,20 KES,,,1,,,,,,,
multiple_choice,PP1-MATH-X.137_Kenyan_Shilling_Shopping_Spree_137,Where do we go for a shopping spree with coins?,ss137_q5.webp,audio_ks5.mp3,1,MARKET,PARK,BED,,,1,,,,,,,
multiple_choice,PP1-MATH-X.137_Kenyan_Shilling_Shopping_Spree_137,What currency is printed on Kenyan coins?,ss137_q6.webp,audio_ks6.mp3,1,KES,USD,EUR,,,1,,,,,,,
count_objects,PP1-MATH-X.137_Kenyan_Shilling_Shopping_Spree_137,Count 5 shiny shilling coins in the purse!,ss137_count1.webp,audio_ks7.mp3,1,5,3,4,,🪙,5,,,,,,,
count_objects,PP1-MATH-X.137_Kenyan_Shilling_Shopping_Spree_137,Count 4 shopping spree apples!,ss137_count2.webp,audio_ks8.mp3,1,4,2,5,,🍎,4,,,,,,,
count_objects,PP1-MATH-X.137_Kenyan_Shilling_Shopping_Spree_137,Count 3 yellow shopping bananas!,ss137_count3.webp,audio_ks9.mp3,1,3,1,4,,🍌,3,,,,,,,
speak_repeat,PP1-MATH-X.137_Kenyan_Shilling_Shopping_Spree_137,Say out loud clearly: KENYAN SHILLING SHOPPING SPREE WITH COINS!,speak_ks1.webp,audio_ks10.mp3,1,Kenyan Shilling Shopping Spree With Coins,,,,,,Kenyan Shilling Shopping Spree With Coins,,,,,,,
speak_repeat,PP1-MATH-X.137_Kenyan_Shilling_Shopping_Spree_137,Say out loud clearly: FIVE KES PLUS FIVE KES EQUALS TEN KES!,speak_ks2.webp,audio_ks11.mp3,1,Five KES Plus Five KES Equals Ten KES,,,,,,Five KES Plus Five KES Equals Ten KES,,,,,,,
matching,PP1-MATH-X.137_Kenyan_Shilling_Shopping_Spree_137,Match shopping item prices!,,,1,,,,,,,,Apple 🍎,5 KES,Banana 🍌,10 KES,Snack 🥪,20 KES
